name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,price_per_night,days_since_last_review
"Private room in sunny, modern Bushwick apartment!",5095576,Brooklyn,Bushwick,40.70045,-73.91673,Private room,91,2,30,1,0,45.5,378.0
Luxury finished MIDTOWN 1 Bed Apt.,43483337,Manhattan,Hell's Kitchen,40.75547,-73.99501,Entire home/apt,170,5,0,1,0,34.0,0.0
Clinton Hill Oversized One Bedroom,54378184,Brooklyn,Clinton Hill,40.69106,-73.96529,Entire home/apt,169,12,13,3,365,14.083333333333334,14.0
"Spacious, bright on Upper East Side",64791940,Manhattan,Upper East Side,40.77433,-73.94854,Private room,35,11,9,1,0,3.1818181818181817,464.0
Huge and Sunny Mid Century 1BR,2875590,Brooklyn,Crown Heights,40.67833,-73.9629,Entire home/apt,180,3,2,1,0,60.0,814.0
"Bright, Sunny Room in Clinton Hill",1712843,Brooklyn,Bedford-Stuyvesant,40.69168,-73.95795,Private room,55,4,4,1,0,13.75,983.0
NYC MIDTOWN WEST LUXURY 1BR APT! CITY VIEWS!,30283594,Manhattan,Midtown,40.76545,-73.98156,Entire home/apt,239,30,1,121,351,7.966666666666667,130.0
1 Bedroom Apt in the heart of NYC by Central Park,30283594,Manhattan,Hell's Kitchen,40.76678,-73.98336,Entire home/apt,239,30,0,121,352,7.966666666666667,0.0
Luxury bldg Near Flatiron- Chelsea,438593,Manhattan,Chelsea,40.74491,-73.99536,Private room,175,1,1,2,0,175.0,1186.0
Ground Floor Apartment in Brooklyn!,268961,Brooklyn,Bedford-Stuyvesant,40.6805,-73.94612,Entire home/apt,67,3,88,1,0,22.333333333333332,158.0
-Modern Living in the Heart of NYC - 1 BR apt.,30283594,Manhattan,Hell's Kitchen,40.7663,-73.98359,Entire home/apt,239,30,0,121,165,7.966666666666667,0.0
Private bedroom 5 mins to ColumbiaU,18370504,Manhattan,Morningside Heights,40.8131,-73.96074,Private room,65,2,5,1,0,32.5,1043.0
Upper West Side Split Layout 1 BR,61391963,Manhattan,Upper West Side,40.78342,-73.97312,Entire home/apt,125,30,9,91,127,4.166666666666667,184.0
Holiday in 2br2ba Williamsburg Apt!,1909320,Brooklyn,Williamsburg,40.71697,-73.96204,Entire home/apt,200,1,16,3,239,200.0,11.0
Large 1 Bdrm Apartment in Midwood,34758340,Brooklyn,Sheepshead Bay,40.60655,-73.952,Entire home/apt,81,5,9,1,1,16.2,185.0
Charming Times Square garden floor apt (sleeps 5),64825610,Manhattan,Hell's Kitchen,40.76156,-73.99127,Entire home/apt,325,3,99,2,246,108.33333333333333,19.0
Midtown Sleep 6 Central Convenience,62031986,Manhattan,Midtown,40.75237,-73.98769,Entire home/apt,333,1,246,1,323,333.0,17.0
"Sunny, clean, classic NYC apartment",19965375,Manhattan,Chinatown,40.7137,-73.99638,Private room,90,1,0,1,0,90.0,0.0
Sunny Sanctuary,7403959,Manhattan,Hell's Kitchen,40.75915,-73.99932,Entire home/apt,245,2,24,1,48,122.5,36.0
Sunny Artesian apartment,64846981,Brooklyn,Bushwick,40.69993,-73.92504,Private room,90,2,6,1,358,45.0,791.0
Amazing Views 3BR 2BA Bright and Spacious,64052858,Manhattan,Midtown,40.7442,-73.98748,Entire home/apt,999,2,54,1,58,499.5,19.0
Spacious 1 Bedroom with City Views,42905408,Queens,Astoria,40.76856,-73.92591,Entire home/apt,165,1,0,1,0,165.0,0.0
HIGH END 2 bed 2ba W&D in Unit!5113,16098958,Manhattan,Upper West Side,40.79565,-73.96584,Entire home/apt,400,30,1,96,311,13.333333333333334,945.0
DSGN by Starck!GYM BasketBall Court!5182,16098958,Manhattan,Financial District,40.705,-74.00682,Entire home/apt,160,30,2,96,336,5.333333333333333,273.0
Bed-Stuy Brownstone Studio,38967549,Brooklyn,Bedford-Stuyvesant,40.68592,-73.9398,Entire home/apt,75,3,3,1,0,25.0,953.0
Best Place in the Center of NYC!,64916208,Manhattan,Chelsea,40.73974,-74.00069,Entire home/apt,206,1,55,1,0,206.0,188.0
Room in sunny art-filled Harlem apt,5075103,Manhattan,Harlem,40.82119,-73.95556,Private room,70,1,16,2,0,70.0,995.0
Sunny 1 bedroom in Williamsburg,64921358,Brooklyn,Williamsburg,40.7139,-73.95615,Private room,65,1,1,1,0,65.0,1195.0
"Cool Brooklyn, Close to Manhattan",64930464,Brooklyn,Bedford-Stuyvesant,40.68823,-73.93367,Entire home/apt,126,2,181,1,182,63.0,15.0
"nice backyard, cool roommates",64932133,Brooklyn,Crown Heights,40.67458,-73.94214,Private room,40,10,0,1,0,4.0,0.0
Modern 1BR apt- prime Times Square location!!,30283594,Manhattan,Midtown,40.76506,-73.98236,Entire home/apt,239,30,0,121,352,7.966666666666667,0.0
Sunny Charming Clinton Hill Apartment,3160780,Brooklyn,Bedford-Stuyvesant,40.68158,-73.95798,Entire home/apt,129,31,6,1,0,4.161290322580645,38.0
Tudor Studio (Wifi/Premium Cable) w Private Entry,54921733,Brooklyn,Flatbush,40.64319,-73.96729,Entire home/apt,92,1,5,3,0,92.0,700.0
Large Quiet Bedroom in South Harlem,64948443,Manhattan,Harlem,40.80726,-73.95178,Private room,82,5,106,1,39,16.4,19.0
Amazing 2 BR NYC apt. with up-to-date amenities!,30283594,Manhattan,Midtown,40.76657,-73.98201,Entire home/apt,369,30,1,121,345,12.3,251.0
Luxury 2BR-Apt. next to Central Park,30283594,Manhattan,Midtown,40.76537,-73.98298,Entire home/apt,369,30,0,121,345,12.3,0.0
5th ave & Broadway nr Times Square,26802681,Manhattan,Midtown,40.74749,-73.98873,Entire home/apt,99,1,172,1,213,99.0,24.0
"Prime Williamsburg, Brooklyn",64967307,Brooklyn,Williamsburg,40.71334,-73.96056,Private room,78,1,0,1,0,78.0,0.0
Brooklyn Summer Haven- Private Room!,64963967,Brooklyn,Bedford-Stuyvesant,40.67988,-73.92687,Private room,44,1,0,1,0,44.0,0.0
Cute and Cozy 1br one block from Central Park,3554055,Manhattan,Upper East Side,40.7672,-73.9695,Entire home/apt,160,3,0,1,0,53.333333333333336,0.0
"Sunny, Large West Village 1 BR Near Everything",5300585,Manhattan,Chelsea,40.73949,-73.99801,Entire home/apt,220,4,81,1,217,55.0,6.0
SoBro Guest House,64976141,Bronx,Mott Haven,40.80903,-73.92143,Entire home/apt,125,3,142,1,185,41.666666666666664,13.0
Studio Apt. near Empire State Bldg 4B,17770287,Manhattan,Midtown,40.74939,-73.98292,Entire home/apt,99,30,9,14,227,3.3,78.0
Charming UES Studio,47864677,Manhattan,Upper East Side,40.77117,-73.95851,Entire home/apt,75,7,13,1,0,10.714285714285714,687.0
"Spacious, Family-Friendly, UWS Duplex w/ Huge Yard",17845933,Manhattan,Upper West Side,40.7889,-73.9729,Entire home/apt,300,5,3,1,9,60.0,189.0
Studio + private outdoor Patio UWS,64674589,Manhattan,Upper West Side,40.78216,-73.9835,Entire home/apt,140,1,8,1,7,140.0,120.0
Convenient Apt w/ private bathroom!,53282710,Manhattan,Upper West Side,40.79546,-73.96452,Private room,98,3,2,1,0,32.666666666666664,1066.0
Huge Bedroom in Upper Manhattan - Near A&1 Subway!,12859795,Manhattan,Inwood,40.86399,-73.92321,Private room,99,3,150,1,320,33.0,8.0
DSGN By Starck/ Washer & Dryer Basket Ball!5149,16098958,Manhattan,Financial District,40.7035,-74.00713,Entire home/apt,178,30,2,96,332,5.933333333333334,919.0
"Cozy, Private Room in Astoria!",43740859,Queens,Astoria,40.76703,-73.9166,Private room,59,1,0,1,0,59.0,0.0
LuXe*Chef'sKitchen*forestGarden*patio.Marble.ART,4128829,Brooklyn,Bushwick,40.69055,-73.92071,Entire home/apt,75,1,48,2,36,75.0,186.0
Cozy studio steps to the beach,65096495,Queens,Belle Harbor,40.57941,-73.84844,Private room,225,1,35,1,364,225.0,8.0
RENOVATED APT NEXT TO EXPRESS TRAIN,11338827,Manhattan,Harlem,40.826,-73.94314,Private room,60,2,5,1,0,30.0,1041.0
Modern loft,3206521,Manhattan,West Village,40.73552,-74.00615,Entire home/apt,268,1,3,2,0,268.0,1080.0
Family Friendly 2.5 Bedroom,34736562,Brooklyn,Carroll Gardens,40.68124,-73.99601,Entire home/apt,300,7,0,1,0,42.857142857142854,0.0
Spacious 1 BR in East Village!,10584659,Manhattan,Gramercy,40.73375,-73.98704,Entire home/apt,177,3,12,1,0,59.0,1082.0
Iris: STG GoYankees!,13750728,Bronx,Longwood,40.81928,-73.90933,Private room,60,2,47,4,249,30.0,59.0
Perfect Location in New York City,49045679,Manhattan,Lower East Side,40.71251,-73.9889,Private room,60,3,8,1,0,20.0,1064.0
Warm & Cozy Sunflower Room:STG,13750728,Bronx,Longwood,40.81725,-73.90929,Private room,55,2,31,4,280,27.5,112.0
Jasmine: Lovely Secret Tea Garden!,13750728,Bronx,Longwood,40.81911,-73.90939,Private room,60,2,77,4,171,30.0,26.0
Cozy 1 bd apt In the heart of Crown Heights,2613671,Brooklyn,Crown Heights,40.67593,-73.94291,Entire home/apt,135,1,38,1,359,135.0,7.0
Master Bedroom w/ King Bed,15025923,Brooklyn,Fort Hamilton,40.61645,-74.03108,Private room,43,23,0,1,0,1.8695652173913044,0.0
5th ave/Broadway near Empire State,65143341,Manhattan,Midtown,40.74771,-73.98727,Entire home/apt,139,1,186,1,230,139.0,14.0
Central Park studio at great price!,2961779,Manhattan,Hell's Kitchen,40.76735,-73.98578,Entire home/apt,100,2,6,1,0,50.0,918.0
Spacious Parkside Abode,2589215,Brooklyn,Flatbush,40.65206,-73.96149,Private room,100,4,5,1,7,25.0,241.0
"Private, cozy room, 20 min to Manhattan",22117154,Queens,Ridgewood,40.70009,-73.90505,Private room,40,1,48,1,1,40.0,1.0
Room in sunny art-filled apartment,5075103,Manhattan,Harlem,40.82127,-73.95669,Private room,55,1,1,2,0,55.0,1050.0
Luxury Wall St. Apartment Building,5120853,Manhattan,Financial District,40.70433,-74.00782,Entire home/apt,175,2,2,1,0,87.5,1095.0
"Sexy, Cozy, Work, Play Loft for 4",23913300,Brooklyn,Williamsburg,40.71265,-73.96574,Entire home/apt,300,2,33,2,76,150.0,13.0
Luxury April Sublet in Manhattan NY,53930780,Manhattan,Harlem,40.80422,-73.95495,Private room,45,1,1,1,0,45.0,1188.0
Spacious 2 bedroom Garden apartment,9558116,Brooklyn,Clinton Hill,40.68099,-73.96343,Entire home/apt,144,2,49,1,69,72.0,5.0
Comfy KING bed in modern NYC apt,65258815,Brooklyn,Crown Heights,40.67409,-73.92607,Private room,60,2,129,2,39,30.0,12.0
Private room in a high floor apt,167796,Manhattan,East Harlem,40.80237,-73.9437,Private room,250,1,0,1,365,250.0,0.0
Beautiful Room in Crown Heights,3604124,Brooklyn,Crown Heights,40.67564,-73.95449,Private room,45,4,4,1,0,11.25,568.0
"Cute Apt, heart of east Village!",34507633,Manhattan,East Village,40.72772,-73.97978,Private room,80,1,1,1,0,80.0,1138.0
Modern 2BR in the UES (94th and 2nd) 30 DAYS  MIN,23772724,Manhattan,Upper West Side,40.79226,-73.97299,Entire home/apt,136,30,0,15,317,4.533333333333333,0.0
Stylish East Village Studio + Outdoor Space!,18261318,Manhattan,East Village,40.72592,-73.99026,Entire home/apt,149,2,16,1,0,74.5,428.0
Life Is Beautiful near Central Park,4350664,Manhattan,East Harlem,40.79636,-73.94342,Private room,89,5,62,1,271,17.8,6.0
Sunny Prime Heart of East Village Room,50200840,Manhattan,East Village,40.72827,-73.9863,Private room,110,3,36,1,292,36.666666666666664,7.0
"Chelsea ,Duplex ,Calm ,Fantastic",51434373,Manhattan,Chelsea,40.73971,-73.99829,Private room,179,3,69,1,104,59.666666666666664,19.0
Adr Grand Charming Luxurious Premier!,65359432,Queens,Astoria,40.76452,-73.92804,Shared room,500,2,15,2,365,250.0,872.0
Sunny & quiet family apartment in BK,6520757,Brooklyn,Bedford-Stuyvesant,40.69574,-73.9515,Entire home/apt,150,4,11,1,0,37.5,27.0
Gorgeous 2 Bedroom APT!,65361160,Queens,Ridgewood,40.70719,-73.91414,Entire home/apt,175,6,29,1,55,29.166666666666668,3.0
`A BEAUTY IN BK,7039396,Brooklyn,Cypress Hills,40.68202,-73.88943,Entire home/apt,79,1,130,2,258,79.0,12.0
3 bedrooms with amazing view of the Big Apple,11218119,Brooklyn,Clinton Hill,40.69315,-73.96412,Entire home/apt,117,3,1,1,0,39.0,1190.0
Williamsburg Vintage Chic w/Garden,64652921,Brooklyn,Williamsburg,40.71707,-73.95859,Entire home/apt,91,5,0,1,0,18.2,0.0
cheap and safe place in Manhattan,57070933,Manhattan,Upper West Side,40.79902,-73.96043,Private room,65,2,3,2,0,32.5,1117.0
The Manhattan Club - NYC Marathon Weekend,56098700,Manhattan,Midtown,40.76593,-73.9812,Entire home/apt,500,3,0,1,0,166.66666666666666,0.0
Interfaith Retreat Guest Rooms (Govinda),16677326,Manhattan,Chelsea,40.74971,-73.99533,Private room,85,1,210,12,321,85.0,15.0
Park Avenue 2 Bedroom,50760546,Manhattan,Midtown,40.74545,-73.98113,Entire home/apt,150,29,1,31,143,5.172413793103448,220.0
Private Room in Gorgeous Loft!  (no cleaning fee),59928816,Queens,Ridgewood,40.70724,-73.91228,Private room,80,2,177,2,245,40.0,3.0
Cozy apartment on upper west side,65402364,Manhattan,Upper West Side,40.78942,-73.96768,Entire home/apt,200,5,0,1,0,40.0,0.0
Spacious  Duplex in Brooklyn,22887864,Brooklyn,Bedford-Stuyvesant,40.67989,-73.91817,Entire home/apt,325,2,76,1,160,162.5,14.0
Big Room@ UES clean comfy Apt,28895303,Manhattan,Upper East Side,40.7674,-73.95559,Private room,95,1,10,1,0,95.0,1124.0
Quaint room in East Village walk-up,65415391,Manhattan,East Village,40.73185,-73.98431,Private room,100,1,0,1,0,100.0,0.0
Work In Progress,12446229,Manhattan,Upper West Side,40.78864,-73.97452,Shared room,85,2,47,1,76,42.5,7.0
"Sunny, beautiful Brooklyn studio",794042,Brooklyn,Clinton Hill,40.68459,-73.96499,Entire home/apt,115,5,8,1,0,23.0,1056.0
Charming Two Bridges Hideout,808189,Manhattan,Two Bridges,40.71279,-73.99445,Entire home/apt,111,1,41,1,4,111.0,15.0
Private Bedroom on Upper West Side,65476654,Manhattan,Upper West Side,40.7823,-73.98081,Private room,84,1,27,1,0,84.0,211.0
Private Room in Greenpoint Brooklyn,36959636,Brooklyn,Greenpoint,40.72099,-73.94566,Private room,75,3,0,1,0,25.0,0.0
Beautiful bright clean room | long term,19552418,Manhattan,Harlem,40.80807,-73.94868,Private room,95,12,4,1,0,7.916666666666667,578.0
Clean and Cozy Crown Heights Studio,264111,Brooklyn,Crown Heights,40.66714,-73.95819,Entire home/apt,110,2,6,1,0,55.0,379.0
"Spacious, sunny room in Greenpoint",14208923,Brooklyn,Greenpoint,40.72599,-73.94434,Private room,50,4,1,1,0,12.5,1164.0
"Spacious, sunlit room",6555513,Brooklyn,Brooklyn Heights,40.69619,-73.99296,Private room,115,1,0,2,0,115.0,0.0
Spacious home in heart of NYC,6997786,Manhattan,Chelsea,40.74369,-73.99571,Entire home/apt,225,2,5,1,0,112.5,1002.0
"Cozy room in bushwick, Brooklyn",517866,Brooklyn,Bushwick,40.69021,-73.91019,Private room,80,3,0,1,83,26.666666666666668,0.0
"Cozy, boho room in heart of Bedstuy",14131713,Brooklyn,Bedford-Stuyvesant,40.6848,-73.93471,Private room,110,1,2,2,342,110.0,1152.0
"1 BD in stylish renovated 2BDs, Clinton Hill",66127,Brooklyn,Bedford-Stuyvesant,40.68762,-73.95604,Private room,49,7,13,1,0,7.0,48.0
Upper West Side One Bedroom on Central Park,65527002,Manhattan,Upper West Side,40.7961,-73.963,Private room,90,1,60,1,188,90.0,2.0
Chic Spacious Beachfront House,65482154,Queens,Arverne,40.58734,-73.79971,Entire home/apt,299,3,4,1,318,99.66666666666667,42.0
cheap & safe next to Central PK,57070933,Manhattan,Upper West Side,40.79981,-73.96097,Private room,60,1,5,2,0,60.0,1091.0
DSGN by Starck! GYM W&D Basket Ball Court !5183,16098958,Manhattan,Financial District,40.70538,-74.00664,Entire home/apt,175,30,3,96,311,5.833333333333333,906.0
Artsy Spot in Spanish Harlem,3104581,Manhattan,East Harlem,40.79073,-73.94669,Entire home/apt,115,2,18,1,3,57.5,2.0
"Amazing, large private room",5744488,Brooklyn,Bedford-Stuyvesant,40.69438,-73.94726,Private room,45,4,0,1,0,11.25,0.0
"Bed Stuy beauty. Books, sunlight :)",59979344,Brooklyn,Bedford-Stuyvesant,40.69188,-73.94742,Private room,57,1,0,1,0,57.0,0.0
Cozy & Charming Chinatown/LES Spot!,9314442,Manhattan,Chinatown,40.71532,-73.99343,Entire home/apt,120,3,2,1,0,40.0,1007.0
"Spacious, sunny apt in BK Heights",6555513,Brooklyn,Brooklyn Heights,40.69453,-73.99423,Entire home/apt,409,1,1,2,0,409.0,1103.0
2Story4Bedroom 2Full Bath New York Palace,65625445,Queens,Rosedale,40.67112,-73.73529,Entire home/apt,350,40,15,1,365,8.75,733.0
Caribbean Room - Inn Your Element,19866189,Queens,Arverne,40.58859,-73.7938,Private room,95,1,31,5,361,95.0,421.0
"Private BR, Bed-Stuy w/backyard",5897784,Brooklyn,Bedford-Stuyvesant,40.68022,-73.92673,Private room,49,1,1,1,0,49.0,1151.0
Cozy Apartment in Upper East Side,65639106,Manhattan,East Harlem,40.78821,-73.94927,Entire home/apt,155,1,2,1,0,155.0,1098.0
"Comfy Brooklyn apt, near train and Manhattan",65667120,Brooklyn,Bedford-Stuyvesant,40.68264,-73.94238,Entire home/apt,265,4,123,1,285,66.25,8.0
HUGE DUPLEX apartment with BACKYARD,65670239,Brooklyn,East Flatbush,40.64062,-73.94733,Entire home/apt,215,2,44,1,279,107.5,4.0
2 Bed Private Room + Private Bath in Lovely Loft!,59928816,Queens,Ridgewood,40.70707,-73.91384,Private room,120,2,162,2,268,60.0,11.0
Zen room at Casa de la Luna,12798614,Brooklyn,Bedford-Stuyvesant,40.68979,-73.94299,Private room,54,2,1,3,319,27.0,1177.0
Buck room at Casa de la Luna,12798614,Brooklyn,Bedford-Stuyvesant,40.6886,-73.94153,Private room,79,2,0,3,319,39.5,0.0
Upper East Side Brand New Apt,65690091,Manhattan,Upper East Side,40.78173,-73.94621,Private room,185,1,0,1,0,185.0,0.0
Cute and comfy 1bedroom apartment,65217454,Manhattan,Washington Heights,40.85264,-73.92976,Entire home/apt,60,5,16,1,4,12.0,44.0
Ziggy Stardust Surf House - A Beautiful Houseboat,9040879,Queens,Arverne,40.59491,-73.78851,Entire home/apt,750,1,14,2,352,750.0,30.0
Upper East Side Rooftop Escape,23821373,Manhattan,Upper East Side,40.76676,-73.95753,Entire home/apt,160,1,0,1,0,160.0,0.0
Bright Modern Greenwich Village 1BR,9545279,Manhattan,Greenwich Village,40.72837,-73.99952,Entire home/apt,210,1,58,1,2,210.0,2.0
Spacious and sun-drenched bedroom,2018172,Brooklyn,Williamsburg,40.70751,-73.95441,Private room,80,1,2,1,0,80.0,1055.0
Melissa And Ray's Oasis,11157618,Brooklyn,Bedford-Stuyvesant,40.68882,-73.95969,Entire home/apt,85,5,93,1,0,17.0,28.0
La Maison She She (Brownstone Private Apt.),65760387,Brooklyn,Bedford-Stuyvesant,40.68445,-73.92142,Entire home/apt,99,2,43,1,0,49.5,614.0
700 Squ.Ft Studio /  Loft,65757870,Manhattan,East Village,40.72637,-73.97682,Entire home/apt,200,2,0,1,0,100.0,0.0
Sunny bohemian room heart of williamsburg,62316080,Brooklyn,Williamsburg,40.71394,-73.94995,Private room,84,1,181,1,282,84.0,15.0
"Quiet, cozy and family friendly",38969372,Brooklyn,Kensington,40.64528,-73.97621,Entire home/apt,105,4,7,1,20,26.25,316.0
South Williamsburg Private Room,65776450,Brooklyn,Williamsburg,40.70952,-73.95567,Private room,150,2,0,1,0,75.0,0.0
The beach - it's just across the street,54129736,Queens,Rockaway Beach,40.58341,-73.8165,Private room,88,2,32,1,0,44.0,672.0
Big Bedroom in UES Apartment,65786525,Manhattan,Upper East Side,40.77631,-73.9556,Private room,65,1,0,1,0,65.0,0.0
Bed Stuy Home Away From Home,27953420,Brooklyn,Bedford-Stuyvesant,40.68696,-73.95094,Entire home/apt,110,1,0,1,0,110.0,0.0
NYC Full Studio Walkable to Central Park,5138621,Manhattan,Upper East Side,40.77619,-73.95106,Entire home/apt,140,2,1,1,0,70.0,973.0
Cozy private room in Brooklyn,65802264,Brooklyn,Crown Heights,40.66877,-73.93318,Private room,50,3,14,1,0,16.666666666666668,1011.0
Bright and Beautiful Abode,5679552,Brooklyn,Williamsburg,40.7193,-73.95731,Entire home/apt,175,2,2,1,0,87.5,1171.0
Villa DiGioia visit NYC via SI,65806798,Staten Island,Tottenville,40.50708,-74.24285,Private room,100,2,0,1,365,50.0,0.0
cozy private rm in sunny Bklyn apt,30529247,Brooklyn,Fort Greene,40.69706,-73.97422,Private room,50,4,15,1,0,12.5,14.0
Flushing Master Room w/ Private bathroom,65809485,Queens,Flushing,40.74979,-73.82911,Private room,60,5,66,12,141,12.0,50.0
Private Room in Luxury Bushwick Apt,18287406,Brooklyn,Bushwick,40.70307,-73.91765,Private room,51,3,0,1,0,17.0,0.0
Bright Brooklyn Room,27379452,Brooklyn,Williamsburg,40.70611,-73.93966,Private room,55,5,0,1,0,11.0,0.0
Private bedroom in Brooklyn,44376809,Brooklyn,Bushwick,40.70265,-73.91701,Private room,85,1,0,1,0,85.0,0.0
Modern Room in a Duplex Loft,65598016,Brooklyn,Crown Heights,40.66946,-73.95306,Private room,60,2,136,1,346,30.0,15.0
1 Bedroom Outside Columbus Circle,13089400,Manhattan,Upper West Side,40.77116,-73.98796,Entire home/apt,143,2,32,1,0,71.5,77.0
UNBEATABLE LOCATION - SUPREME APARTMENT,65832104,Manhattan,Lower East Side,40.71877,-73.98913,Entire home/apt,85,5,4,1,282,17.0,23.0
Large apartment mins away from Manhattan.,24637162,Queens,Sunnyside,40.74594,-73.91727,Entire home/apt,110,2,24,1,128,55.0,11.0
First rate 2 bed/2 bath apt. in Midtown West!,30283594,Manhattan,Midtown,40.76686,-73.98198,Entire home/apt,449,30,0,121,345,14.966666666666667,0.0
Comfortable Hamilton Heights Apt,18362341,Manhattan,Harlem,40.83086,-73.94478,Private room,35,1,0,1,0,35.0,0.0
Lux 2BR-Apt.- NYC near Madison Square Garden!,30283594,Manhattan,Midtown,40.76539,-73.98348,Entire home/apt,369,30,1,121,345,12.3,766.0
Clean and Modern Space in Upper West Side,2863689,Manhattan,Morningside Heights,40.80514,-73.96349,Private room,70,8,0,1,0,8.75,0.0
"Nice & clean 3 bedroom, great area! Free yoga !!",63289810,Brooklyn,Gowanus,40.68081,-73.98945,Entire home/apt,295,2,70,1,292,147.5,28.0
One Bedroom On Upper West Side,65364483,Manhattan,Upper West Side,40.7992,-73.96792,Entire home/apt,110,120,2,2,34,0.9166666666666666,1045.0
BEDROOM AVAILABLE IN UES,14906645,Manhattan,Upper East Side,40.77685,-73.95727,Private room,65,1,2,1,0,65.0,1163.0
Cozy Apt in BEST LOCATION,61391963,Manhattan,Hell's Kitchen,40.76322,-73.99005,Entire home/apt,109,30,8,91,159,3.6333333333333333,190.0
Cosy room in Brooklyn! 2min to Sbwy,24291213,Brooklyn,Sunset Park,40.63877,-74.01993,Private room,35,1,2,2,0,35.0,1186.0
